rho_e,alpha,kappa,Fe,eta,lattice_constant,cohesive_energy,bulk_modulus,C11,density,poisson_ratio
15.14901424590337,20.463088773765822,1.2699677718293,-16.61081946191668,0.9324821725025618,7.914122599443906,-12.035642199457778,379.2428706577448,380.5243227408971,14.709231057109179,0.364161047357267
14.958520709648644,20.954708320235063,1.2462316841456385,-17.275592858164266,0.9855481329284482,7.993636932106572,-11.002726573663695,374.5317803910176,383.9684286679839,14.711657802201442,0.3634119236049759
15.194306561430208,19.30071621309043,1.2029815184960087,-17.409099441711152,0.9207580079000038,7.733738323363335,-11.02364870820258,368.0881021084386,377.1372891932458,14.322751119373528,0.35264971592651906
15.456908956922408,20.281484618345285,1.1676531611147212,-17.001687228705475,0.969203847036096,7.6775526530984495,-10.822007146984784,367.9328877064678,380.44741787887506,14.690310553459716,0.36582816731665607
14.929753987582998,19.674678715439086,1.2349111656806795,-17.085092311262464,0.8106385333046214,7.58296989468844,-11.060305557590993,357.9964145442457,362.1117467454451,14.317592100003688,0.3760853187203855
14.929758912915245,19.75643730811765,1.2196742692710874,-17.226614024663636,1.021329370737294,7.634917894004209,-11.461020959997985,354.5956834948283,371.8039750637509,14.514209703110383,0.3579580979003697
15.473763844652218,19.703803037880565,1.2447596610013867,-16.651806276271643,1.0001205475362225,8.389818885061745,-10.990239571718961,402.81946420605243,397.21962074173007,15.817575633747365,0.38107842591010704
15.230230418745872,19.568004615160092,1.2317585900840984,-16.522347395714746,0.918291136893181,8.048935916147357,-11.923879197049654,383.1614942027272,387.7514102480229,15.172573356604717,0.374924650349455
14.859157684219515,20.024260813972415,1.2524776357659668,-16.955796556854075,1.0659245668432404,7.529785126758395,-11.037839885173467,353.9147372817511,362.6982511174941,14.39806186221157,0.3632683908207772
15.16276801307579,19.58452494179448,1.1732382394219716,-16.261234959472368,1.0937570137626558,7.535508408651285,-12.215861987100256,354.2977209617148,371.3204508579331,14.321909758343631,0.37035322388065917
14.860974692156262,20.13522841288992,1.2658697032817163,-17.570844557066753,0.8392440135631025,7.896373212343698,-10.554987667477596,376.46362972472514,379.01387619085295,14.57935607928565,0.38410520138626153
14.860281073928922,19.97488094527543,1.2098799802346198,-17.096829729639857,0.9237275221433786,7.909452959475593,-10.545226265332287,369.5154770658325,373.3596190307787,15.047798490163332,0.3766229914659416
15.07258868146981,19.880525976566794,1.3037630436312633,-17.3584111603014,0.9230857650212702,7.909776767063473,-11.157127205506102,379.8546040687036,378.9903833297719,14.761360460332947,0.3695576422460606
14.42601592660266,19.546218168979202,1.1655406090955216,-17.93326830853653,0.9060096898891136,7.74900884128926,-10.604641854712861,354.42055030854783,366.6271288659415,14.321597187501938,0.3675908273913229
14.48252465024609,19.711614334715833,1.2867981901582624,-17.041340342921348,1.0829474841931748,7.77490914799942,-11.160170271366162,360.1980305126613,368.33901655661185,14.523285076887468,0.37217233687701673
14.831313741227708,20.377695612912877,1.2098955391731323,-17.060873754191643,0.9806173861227196,7.865575904831871,-10.689729872556452,370.2946490944867,374.500584779937,14.582064421634048,0.3639331470559784
14.696150663899672,20.25045859381219,1.1674290998192776,-16.243275128378933,0.973548515868939,7.817178601258666,-12.190287342073093,362.68875287686853,370.6290608089424,14.581511958270047,0.34818707291387485
15.094274199778582,19.511222377600724,1.175805708297284,-16.68459415772261,0.7996137635593247,7.356139925450493,-12.656154467276057,352.7486495659565,363.8872171587111,14.12187551244415,0.38939547198573915
14.727592777343636,20.049666152714614,1.183982634590284,-17.512093412164603,1.0635418030209227,7.754040073884961,-10.786484546406951,364.9919546943319,368.62782611393476,14.646247014145393,0.37208933571677405
14.576308889599412,20.375693561685896,1.2212082973200957,-16.072953716832906,0.8760741605146527,7.629718713147937,-11.83108169966894,349.76196067469044,363.5934538508352,14.180273834356662,0.37199082713300013
15.439694630676467,19.165297359439315,1.2261417744017749,-16.389483152237325,1.0059932630266328,7.835042283781703,-11.45190064783534,375.8583338111321,393.5540189793014,14.742961277218098,0.37115026041261867
14.93226710985404,20.271680096189968,1.171314999803071,-16.708951148265694,1.0277376937958191,8.397051800520682,-11.055048561111326,387.82276427220387,393.93599345026854,15.796897723705879,0.36238284873833243
15.020258461406376,19.668688120527076,1.1987822703869508,-17.113242049424915,1.136065859583865,7.87349633309486,-11.127990450711378,366.28095275432355,372.4666254260381,14.913576215470355,0.3701640375452968
14.572575544135963,20.285299334296578,1.307113517930593,-17.47971961836174,0.8691179600880887,7.73729406276552,-10.300568815753168,366.31879446413274,371.8441984989451,14.93546921084518,0.35212663331034466
14.836685182642444,19.61837042172874,1.2863771585050356,-17.186103388035527,0.6980487844179175,7.98436030039545,-11.356934545142838,377.0741725448572,379.5017462788278,15.17990312186997,0.39051461198125476
15.03327677691296,19.09755894966774,1.2218161834837016,-16.455625690147908,1.0183849544753696,7.896537577441842,-11.69871085889812,368.6678242484513,379.8889952904712,15.080320335257344,0.3596436116611943
14.65470192677331,19.186228781058418,1.2019001739084099,-16.057706847032694,1.1800511181510853,7.8840188980903685,-11.779459549452747,364.0351051183976,371.7054897439577,14.479395022399054,0.3631083907809223
15.112709405503702,20.02404247333069,1.206001566335913,-16.228378235863907,1.1238946352939436,7.921370118643134,-11.656101565161467,378.942126020723,382.16971444150363,15.057369129392127,0.36678826936241404
14.819808393024358,20.129861250860742,1.2306758986365207,-17.24442471089314,1.0209659415274626,8.211308712965907,-10.707622747079254,379.30493719065174,397.1006624819175,15.27030338771435,0.38283069416207693
14.912491875062017,19.547841687447796,1.1488603717400796,-17.559808716644504,0.9508363814367953,7.573822312934817,-10.791448192631334,353.6217803280021,369.49373600409655,14.233035483706978,0.37055777043209887
14.819488016331182,20.319296229388687,1.1871311731288328,-16.9295568765444,1.080712259663731,7.894726415362291,-11.839408163362336,373.09558287081444,381.05502661109415,14.839590294416178,0.3578071721775553
15.555683455352682,19.16923996886552,1.1165707963061204,-17.884219682781424,0.9026453800295531,7.614723774003692,-10.869180938083828,372.6536822575332,371.5629553635112,14.72226465899837,0.3832313574701379
14.99595083257862,19.966960100676342,1.219961156130264,-16.838416142907608,1.047635776935622,7.911102529268449,-11.078880945960515,371.6832093498312,376.5581948630041,14.96601027861924,0.3778524438358584
14.68268672131323,19.394491900118773,1.232359796985137,-17.073801293149334,1.0505470159166628,7.616262697702781,-11.432700188815028,350.73924975068536,353.76150825868496,14.185236630548406,0.37710083593109367
15.246763473630956,19.67408194609892,1.1758406768850314,-17.233018250934123,1.106020990749888,7.716526637278983,-11.069378182579891,371.2927273592589,373.7326125948038,14.772634433363192,0.37886938842700946
14.633746905008694,20.023699335658208,1.2786993381645015,-17.797351533633396,1.2759660038911078,7.740982017152419,-10.242305811497888,361.0172077466167,373.36961750068184,14.410704898315174,0.39665588037341926
15.062659078501426,19.569793317358023,1.1387117168498828,-16.74319994671514,1.0392415967178767,7.995163343868942,-11.35655068700685,378.96803663997247,386.9239582131779,15.048613455296556,0.39310377828282383
14.412098962836067,19.807722227885087,1.126781255989509,-17.266350419830957,0.9491036374292501,7.983690888788483,-10.545809169317776,367.4893865689545,373.6579819579592,14.797286112254511,0.3630084384884894
14.601544185330471,20.50314640460722,1.2112225909279986,-17.584958417855145,0.9974425687808005,7.550856524710723,-10.99204873627657,351.1561064400391,361.16232801442504,14.202820373785054,0.38520698280670507
15.059058370760738,19.711554065238424,1.2523549151306077,-18.436131106640826,0.8230924095110882,7.810986822199969,-9.936607142331212,370.91577947307275,375.6779605536083,14.881540502460203,0.37263949786222306
15.221539973998624,20.41784605603257,1.2841963845728934,-17.01375745252532,0.9305286868910941,7.6580840290501655,-11.138702884250373,365.63185628644345,376.03133370615274,14.323395294411794,0.37346055291822333
15.05141048435699,19.43514657267119,1.177055786856553,-16.113874201665126,0.9590717561886896,7.548299017864933,-12.117003572362915,361.5143079731497,370.69316183588154,14.721769638524183,0.35379771610011124
14.965305515283529,20.26490208895764,1.2539340416715647,-16.169370392726066,0.9475911602065408,7.756596589915126,-12.104878149066632,368.5024218797653,368.45948455969096,14.263738774070495,0.36724224977026815
14.909668891323212,20.720784310328952,1.1980745765249645,-17.228548128293134,1.0152354872033722,7.738303442308836,-10.905875422383465,360.09938665262,374.13157114651926,14.469855405076926,0.3605825503480102
14.556443402889771,18.764177749936355,1.1913686350029589,-17.30110603018089,0.9177580067617799,8.285343297269105,-10.149208978833041,390.9811807441155,393.22462349119405,15.41334600446996,0.3799298127166782
14.784046737481587,19.601552372264763,1.2441829968743336,-16.76561287196249,1.1121030667324472,7.886591965072139,-11.851228178874457,368.2614097394531,375.5495959402161,14.903560128391588,0.382628730926823
14.861808368712063,20.28853606359027,1.2326161439206709,-17.499192719594145,1.0000207064918196,7.524476499849152,-10.53065951365301,355.2558270050906,367.13522362248403,14.2389812794018,0.34867827142757457
15.317136667865675,19.898477306978503,1.1211803921507875,-16.84910405009027,0.9990699678861386,7.687045199165811,-11.577290582181872,370.4912047559863,387.71177066812703,14.582516991721542,0.3699733964248617
15.103085486870539,20.185572936685656,1.2738270174862947,-16.616959860807654,0.9672105283487082,8.00427665908588,-11.244592549602853,375.59946167423624,386.49063935896845,15.10914210306845,0.38051957445805834
